click_status,AMP_timestamp,Query Term ,IP Address,User Agent,Cost Per Click ,Conversions,country,city
1,29/01/15 13:45,"[""online education games for kids"",""games for kids"",""free educational online games for kids""]",225.34.157.111,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),$ .24,0,Unknown,Unknown
23,29/01/15 13:45,"[""on line casino"",""online casino"",""no deposit casino""]",200.155.227.195,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,$ .18,0,Brazil,Unknown
1,29/01/15 13:45,"[""facebook"",""fecabook"",""Faceb Book""]",96.36.62.96,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MASP; rv:11.0) like Gecko,$ .17,0,United States,Unknown
1,29/01/15 13:45,"[""ya6rb"",""vuxinh"",""Evoadspots.com""]",47.91.244.177,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,$ .17,0,Hong Kong,Unknown
1,29/01/15 13:45,"[""Infiniti Motor""]",2.189.190.225,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ 1.24,2,"Iran, Islamic Republic of",Unknown
1,29/01/15 13:45,"[""century 21 real estate"",""real estate agencies"",""real estate company""]",204.244.132.78,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SLCC1; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E; 360SE),$ .17,0,Canada,Abbotsford
1,29/01/15 13:45,"[""Sm""]",15.58.239.183,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,$ .17,0,United States,Palo Alto
1,29/01/15 13:45,"[""new homepage"",""the news channel"",""com""]",6.102.219.110,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",$ .17,0,United States,Fort Huachuca
18,29/01/15 13:45,"[""google"",""goolg"",""goole""]",96.225.94.56,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0),$ .17,0,United States,North Arlington
1,29/01/15 13:45,"[""Free Minecraft""]",19.29.230.40,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E; Media Center PC 6.0; Alt1Games.Waren 1.0a; Alt1Games.Troy 1.0a; .NET CLR 1.1.4322; .NET CLR 3.0.4,$ .17,0,United States,Dearborn
1,29/01/15 13:45,"[""car title loans"",""loan quotes"",""new car payment""]",24.105.72.241,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.76 Safari/537.36",$ 1.24,2,Canada,Montréal
1,29/01/15 13:45,"[""hot dress""]",219.188.253.223,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0),$ .18,0,Japan,Tokyo
27,29/01/15 13:45,"[""JBC""]",91.125.94.164,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.12 (KHTML, like Gecko) Chrome/9.0.576.0 Safari/534.12",$ .17,0,United Kingdom,Cricklewood
1,29/01/15 13:45,"[""car title loans"",""loan quotes"",""new car payment""]",56.116.74.98,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET4.0C; .NET4.0E),$ .70,0,United States,Raleigh
1,29/01/15 13:45,"[""google"",""goole"",""or google""]",115.54.225.78,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),$ .17,0,China,Zhengzhou
1,29/01/15 13:45,"[""car title loans"",""loan quotes"",""new car payment""]",1.83.231.6,Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.3; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET4.0C; .NET4.0E),$ .70,0,China,Xian
1,29/01/15 13:45,"[""facebook"",""fecabook"",""Kacebook.com""]",76.77.144.214,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",$ .17,0,United States,Carrollton
18,29/01/15 13:45,"[""google"",""goolg"",""google ps""]",94.42.157.255,Mozilla/5.0 (X11; Linux x86_64; rv:27.0) Gecko/20100101 Firefox/27.0,$ .17,0,Poland,Wroclaw
1,29/01/15 13:45,"[""SAS ATT OSA SAT to""]",20.135.157.249,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,$ .17,0,United States,Unknown
1,29/01/15 13:46,"[""Celery Jeans""]",86.231.105.86,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",$ .18,0,France,Unknown
1,29/01/15 13:46,"[""Doubletree""]",68.29.21.195,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0,$ .38,0,United States,Unknown
1,29/01/15 13:46,"[""android"",""mobile phone""]",191.148.155.175,Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0,$ .17,0,Colombia,Medellin
1,29/01/15 13:46,"[""SAS ATT OSA SAT to""]",20.135.157.249,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,$ .17,0,United States,Unknown
1,29/01/15 13:46,"[""century 21 real estate"",""real estate agencies"",""nj real estate""]",204.244.137.144,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.0; SLCC1; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E),$ .17,0,Canada,Toronto
1,29/01/15 13:46,"[""new homepage"",""google"",""google downs""]",71.159.229.166,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0; MALNJS),$ .17,0,United States,Unknown
1,29/01/15 13:46,"[""car title loans"",""loan quotes"",""small personal loans""]",56.140.169.155,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; WOW64; Trident/4.0; .NET4.0E; .NET4.0C; 360SE),$ .18,0,United States,Raleigh
1,29/01/15 13:46,"[""pediatric job"",""F Craigslist"",""classifieds""]",218.93.11.194,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/7.1.3 Safari/537.85.12",$ .22,1,China,Nanjing
1,29/01/15 13:46,"[""century 21 real estate"",""real estate agencies"",""real estate auctions""]",204.94.163.23,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.0; SLCC1; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E),$ .18,0,United States,San Mateo
1,29/01/15 13:46,"[""search""]",33.150.223.196,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/4.0; Engine/4.05689; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; InfoPath.2; .NET4.0C; .NET4.0E),$ .17,0,United States,Unknown
1,29/01/15 13:46,"[""Mega File""]",10.190.121.110,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",$ .17,0,Unknown,Unknown
1,29/01/15 13:46,"[""Beast Links""]",15.35.194.206,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0),$ .17,0,United States,Palo Alto
1,29/01/15 13:46,"[""car title loans"",""loan quotes"",""car finance calculator""]",24.105.213.108,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET4.0C; .NET4.0E; 360SE),$ 1.77,3,United States,Ravena
1,29/01/15 13:46,"[""Beast Links""]",15.35.194.206,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0),$ .17,0,United States,Palo Alto
1,29/01/15 13:46,"[""Abek Realty""]",56.137.64.214,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",$ .18,0,United States,Raleigh
1,29/01/15 13:46,"[""watch movies online"",""online movies"",""movies online"",""full movies online""]",226.14.227.211,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ .21,0,Unknown,Unknown
1,29/01/15 13:46,"[""Nutritious Health Diet""]",225.3.176.162,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36",$ .18,0,Unknown,Unknown
1,29/01/15 13:46,"[""Beast Links""]",15.35.194.206,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0),$ .17,0,United States,Palo Alto
1,29/01/15 13:46,"[""facebook"",""Facebook Com"",""face facebook""]",12.73.119.2,Opera/9.80 (Windows NT 6.2) Presto/2.12.388 Version/12.14,$ .17,0,United States,Unknown
1,29/01/15 13:46,"[""facebook"",""fecabook"",""Facebook Apps""]",74.129.80.143,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ .17,0,United States,Mayfield
1,29/01/15 13:46,"[""Has KLU Hfxz""]",107.124.222.245,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1709.113 Amigo/32.0.1709.113 MRCHROME SOC Safari/537.36",$ .17,0,United States,Unknown
1,29/01/15 13:46,"[""edu online info"",""degree programs"",""online degree program""]",204.47.150.237,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; SLCC1; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E; 360SE),$ .22,1,United States,Corvallis
40,29/01/15 13:46,"[""Beast Links""]",15.35.194.206,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0),$ .17,0,United States,Palo Alto
1,29/01/15 13:46,"[""fashion"",""womens fashion"",""womens fashion shoes""]",174.80.31.59,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.5; .NET CLR 1.0.3705; .NET CLR 1.1.4322; Media Center PC 4.0; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C),$ .19,0,United States,Dayton
40,29/01/15 13:46,"[""Beast Links""]",15.35.194.206,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0),$ .17,0,United States,Palo Alto
1,29/01/15 13:46,"[""Naver.com""]",211.223.85.35,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",$ .17,0,"Korea, Republic of",Gwangju
1,29/01/15 13:46,"[""car title loans"",""loan quotes"",""car finance calculator""]",254.49.153.222,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET4.0C; .NET4.0E),$ .70,0,Unknown,Unknown
1,29/01/15 13:46,"[""disk""]",115.34.13.97,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,$ .17,0,China,Beijing
1,29/01/15 13:46,"[""Euro Mir""]",243.245.134.84,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; rv:11.0) like Gecko,$ .17,0,Unknown,Unknown
1,29/01/15 13:46,"[""Euro Mir""]",243.245.134.84,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; rv:11.0) like Gecko,$ .17,0,Unknown,Unknown
1,29/01/15 13:46,"[""Kinky Funs""]",208.118.128.10,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ .17,0,Canada,Vancouver
1,29/01/15 13:46,"[""car title loans"",""loan quotes"",""car financing""]",254.49.111.79,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET4.0C; .NET4.0E; 360SE),$ .70,0,Unknown,Unknown
1,29/01/15 13:46,"[""car title loans"",""loan quotes"",""car financing""]",254.49.91.10,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET4.0C; .NET4.0E),$ 1.24,2,Unknown,Unknown
1,29/01/15 13:46,"[""Discount Certificate""]",67.109.159.159,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; GTB7.4; InfoPath.2; SV1; .NET CLR 3.3.69573; WOW64; en-US),$ .18,0,United States,Mount Laurel
1,29/01/15 13:46,"[""Faisal""]",255.247.163.130,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,$ .17,0,Unknown,Unknown
1,29/01/15 13:47,"[""car title loans"",""loan quotes"",""car finance calculator""]",254.48.190.159,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET4.0C; .NET4.0E; 360SE),$ .70,0,Unknown,Unknown
27,29/01/15 13:47,"[""JBC""]",91.125.94.164,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.12 (KHTML, like Gecko) Chrome/9.0.576.0 Safari/534.12",$ .17,0,United Kingdom,Cricklewood
1,29/01/15 13:47,"[""twitter"",""unfollowed me""]",251.149.201.89,Mozilla/5.0 (Windows NT 6.1; rv:36.0) Gecko/20100101 Firefox/36.0,$ .17,0,Unknown,Unknown
1,29/01/15 13:47,"[""facebook"",""fecabook"",""face book""]",69.1.198.161,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ .17,0,United States,New Albany
1,29/01/15 13:47,"[""linkedin""]",18.231.104.40,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ .17,0,Brazil,Sao Paulo
18,29/01/15 13:47,"[""Beast Links""]",15.35.194.206,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0),$ .17,0,United States,Palo Alto
1,29/01/15 13:47,"[""computer speed"",""high speed internet"",""pc speed test"",""test computer speed""]",39.149.67.79,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0,$ .17,0,China,Unknown
1,29/01/15 13:47,"[""pet hospital""]",78.160.156.76,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; BOIE8;ENUSMSNIP),$ .18,0,Turkey,Merkez
1,29/01/15 13:47,"[""Moon Alley""]",251.149.205.171,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",$ .17,0,Unknown,Unknown
1,29/01/15 13:47,"[""force download"",""youtuby"",""clip converter""]",199.38.58.161,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",$ .17,0,United States,Alexandria
1,29/01/15 13:47,"[""conco""]",8.229.152.223,Mozilla/5.0 (Windows NT 5.1; rv:19.0) Gecko/20100101 Firefox/19.0,$ .17,0,United States,Unknown
1,29/01/15 13:47,"[""force download"",""youtuby"",""Listen on Repeat""]",14.179.225.83,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36",$ .17,0,Vietnam,Hanoi
18,29/01/15 13:47,"[""Kopi Loch Ka""]",3.218.128.190,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ .17,0,United States,Unknown
1,29/01/15 13:47,"[""search""]",33.150.223.196,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/4.0; Engine/4.05689; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; InfoPath.2; .NET4.0C; .NET4.0E),$ .17,0,United States,Unknown
1,29/01/15 13:47,"[""force download"",""youtuby"",""youtube""]",239.1.247.126,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0,$ .17,0,Unknown,Unknown
18,29/01/15 13:47,"[""car title loans"",""loan quotes"",""car financing""]",254.49.111.79,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET4.0C; .NET4.0E; 360SE),$ .70,0,Unknown,Unknown
32,29/01/15 13:47,"[""Beast Links""]",15.35.194.206,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0),$ .17,0,United States,Palo Alto
1,29/01/15 13:47,"[""century 21 real estate"",""real estate agencies"",""real estate company""]",204.215.106.13,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.0; SLCC1; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E),$ .17,0,United States,Unknown
1,29/01/15 13:47,"[""L Aaci""]",191.228.223.168,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ .17,0,Brazil,Unknown
1,29/01/15 13:47,"[""car title loans"",""loan quotes"",""car finance calculator""]",220.194.48.45,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; QIHU 360EE),$ .70,0,China,Unknown
1,29/01/15 13:47,"[""job search"",""best job"",""job listings""]",189.213.187.185,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ .17,0,Mexico,Garza García
1,29/01/15 13:47,"[""Skid Row Scene""]",95.245.238.110,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0,$ .17,0,Italy,Rome
1,29/01/15 13:47,"[""car title loans"",""loan quotes"",""car financing""]",1.83.232.48,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET4.0C; .NET4.0E),$ 1.24,2,China,Xian
1,29/01/15 13:47,"[""cute heels tumblr""]",74.146.3.210,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0,$ .17,0,United States,Unknown
1,29/01/15 13:47,"[""pediatric job"",""F Craigslist"",""jobs""]",249.158.46.140,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/600.1.17 (KHTML, like Gecko) Version/7.1 Safari/537.85.10",$ .22,1,Unknown,Unknown
1,29/01/15 13:47,"[""car title loans"",""loan quotes"",""new car payment""]",254.49.126.120,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET4.0C; .NET4.0E; 360SE),$ 1.24,2,Unknown,Unknown
1,29/01/15 13:47,"[""Bank of Annapolis""]",2.190.236.158,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1",$ .18,0,"Iran, Islamic Republic of",Unknown
1,29/01/15 13:48,"[""coupons""]",98.251.55.53,Mozilla/5.0 (Windows; U; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727),$ .20,0,United States,Winder
1,29/01/15 13:48,"[""car title loans"",""loan quotes"",""car finance calculator""]",24.105.203.126,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET4.0C; .NET4.0E),$ .70,1,United States,Hudson
1,29/01/15 13:48,"[""sbo333"",""betting"",""online betting""]",251.149.217.176,Mozilla/5.0 (Windows NT 5.1; rv:30.0) Gecko/20100101 Firefox/30.0,$ .17,0,Unknown,Unknown
1,29/01/15 13:48,"[""habbo""]",71.167.62.164,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ .17,0,United States,Mastic
1,29/01/15 13:48,"[""auto service"",""auto shop""]",223.56.237.69,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36",$ .39,0,"Korea, Republic of",Unknown
1,29/01/15 13:48,"[""car title loans"",""loan quotes"",""new car payment""]",254.48.193.12,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET4.0C; .NET4.0E),$ 1.24,2,Unknown,Unknown
1,29/01/15 13:48,"[""Pany Pang""]",12.184.43.210,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; OfficeLiveConnector.1.3; OfficeLivePatch.0.0; InfoPath.2; .NET4.0C),$ .17,0,United States,Unknown
32,29/01/15 13:48,"[""facebook"",""faceboock"",""Face DE Book""]",91.54.29.206,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ .17,0,Germany,Unknown
1,29/01/15 13:48,"[""revistamundo4x4"",""milanuncios""]",71.76.212.63,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MDDCJS; rv:11.0) like Gecko,$ .17,0,United States,Kernersville
1,29/01/15 13:48,"[""pediatric job"",""F Craigslist"",""online job""]",174.160.16.116,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.45 Safari/537.36",$ .22,1,United States,Unknown
1,29/01/15 13:48,"[""APS Media Agency""]",186.221.22.106,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ .17,0,Brazil,Rio De Janeiro
1,29/01/15 13:48,"[""Byethost""]",189.186.159.211,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/6.0; .NET4.0E; .NET4.0C; InfoPath.3),$ .17,0,Mexico,Culiacán
1,29/01/15 13:48,"[""real estate agencies"",""pa real estate"",""nj real estate""]",173.166.187.8,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ .20,0,United States,Bowie
1,29/01/15 13:48,"[""apartments for rent vancouver craigslist"",""craigslist used cars"",""personals""]",200.198.55.1,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; rv:11.0) like Gecko,$ .70,0,Brazil,Belo Horizonte
1,29/01/15 13:48,"[""car title loans"",""loan quotes"",""car financing""]",100.222.98.66,Mozilla/5.0 (Windows; U; Windows NT 6.1; zh-CN; rv:1.9.0.8) Gecko/2009032609 Firefox/3.0.8 (.NET CLR 3.5.30729),$ .70,0,United States,Unknown
1,29/01/15 13:48,"[""pediatric job"",""F Craigslist"",""online job""]",174.244.174.15,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:34.0) Gecko/20100101 Firefox/34.0,$ .22,1,United States,Unknown
1,29/01/15 13:48,"[""ya6rb"",""zombol"",""ihgmerlin""]",191.185.80.236,Mozilla/5.0 (Windows NT 6.1; rv:35.0) Gecko/20100101 Firefox/35.0,$ .17,0,Brazil,Belo Horizonte
1,29/01/15 13:48,"[""watch free tv show online"",""movies online"",""movie2k""]",200.217.144.239,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/600.2.5 (KHTML, like Gecko) Version/7.1.2 Safari/537.85.11",$ .20,0,Brazil,Teresina
1,29/01/15 13:48,"[""car title loans"",""loan quotes"",""loans consolidation""]",223.151.54.220,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; 360SE),$ .18,0,China,Changsha
1,29/01/15 13:48,"[""Raonsims""]",186.188.116.67,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",$ .17,0,Venezuela,Mérida
1,29/01/15 13:48,"[""Forum Core""]",73.86.4.102,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ .17,0,United States,Frederick
1,29/01/15 13:48,"[""car title loans"",""loan quotes"",""car finance calculator""]",1.72.111.151,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET4.0C; .NET4.0E; 360SE),$ .70,0,Japan,Tokyo
1,29/01/15 13:48,"[""Naver.com""]",76.118.140.82,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C),$ .17,0,United States,Manchester
1,29/01/15 13:48,"[""SAS ATT OSA SAT to""]",74.179.140.54,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0,$ .17,0,United States,Unknown
1,29/01/15 13:48,"[""search""]",33.150.223.196,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/4.0; Engine/4.05689; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; InfoPath.2; .NET4.0C; .NET4.0E),$ .17,0,United States,Unknown
1,29/01/15 13:48,"[""Raonsims""]",186.188.116.67,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",$ .17,0,Venezuela,Mérida
1,29/01/15 13:48,"[""car title loans"",""loan quotes"",""car financing""]",254.49.126.159,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET4.0C; .NET4.0E),$ .70,0,Unknown,Unknown
